check	type	field	expected	source	line	status
sizeof	cFreeList<char>		0x0C	src\core\memory_types.h	63	COMPILE_ASSERT_PRESENT
sizeof	PoolConfig		0x10	src\core\PoolAllocator.h	51	COMPILE_ASSERT_PRESENT
offsetof	PoolConfig	blockAlign	0x04	src\core\PoolAllocator.h	52	COMPILE_ASSERT_PRESENT
offsetof	PoolConfig	numBlocks	0x08	src\core\PoolAllocator.h	54	COMPILE_ASSERT_PRESENT
sizeof	tlFileBuf		8	src\core\tl_system.cpp	34	COMPILE_ASSERT_PRESENT
sizeof	tlFixedString		0x20	src\core\tlFixedString.h	87	COMPILE_ASSERT_PRESENT
sizeof	Instance		0x2C	src\core\tlInstanceBank.h	23	COMPILE_ASSERT_PRESENT
sizeof	tlInstanceBank		0x14	src\core\tlInstanceBank.h	46	COMPILE_ASSERT_PRESENT
sizeof	tlResourceDirectory<int>		4	src\core\tlResourceDirectory.h	98	COMPILE_ASSERT_PRESENT
sizeof	BrocAPI		0x133C	src\engine\broc_types.h	1630	COMPILE_ASSERT_PRESENT
sizeof	PathNodeDynamic		0x24	src\engine\broc_types.h	1995	COMPILE_ASSERT_PRESENT
sizeof	PathNodeConstant		0x48	src\engine\broc_types.h	2021	COMPILE_ASSERT_PRESENT
sizeof	PathNodeTransient		0x14	src\engine\broc_types.h	2034	COMPILE_ASSERT_PRESENT
sizeof	PathLink		0x0C	src\engine\broc_types.h	2047	COMPILE_ASSERT_PRESENT
sizeof	PathSort		8	src\engine\broc_types.h	2056	COMPILE_ASSERT_PRESENT
sizeof	PathNodeTree		0x10	src\engine\broc_types.h	2075	COMPILE_ASSERT_PRESENT
sizeof	TOC1		0x34	src\engine\broc_types.h	2097	COMPILE_ASSERT_PRESENT
sizeof	TOC2		0x0C	src\engine\broc_types.h	2109	COMPILE_ASSERT_PRESENT
sizeof	NodeVariableSaver		0xC2	src\engine\broc_types.h	2119	COMPILE_ASSERT_PRESENT
sizeof	PathLinkInfo		8	src\engine\broc_types.h	2128	COMPILE_ASSERT_PRESENT
sizeof	PathNodes::PathNode		0x84	src\engine\broc_types.h	2141	COMPILE_ASSERT_PRESENT
sizeof	apkFileSection		0x18	src\filesystem\apk.h	27	COMPILE_ASSERT_PRESENT
sizeof	apkFileTypeEntry		0x14	src\filesystem\apk.h	47	COMPILE_ASSERT_PRESENT
sizeof	txSlotEntry		12	src\filesystem\nfl.cpp	319	COMPILE_ASSERT_PRESENT
sizeof	nflInitParams		20	src\filesystem\nfl.cpp	320	COMPILE_ASSERT_PRESENT
sizeof	nflRequestParams		40	src\filesystem\nfl.cpp	321	COMPILE_ASSERT_PRESENT
sizeof	nflRequestInfo		12	src\filesystem\nfl.cpp	322	COMPILE_ASSERT_PRESENT
sizeof	nflMediaAlignments		12	src\filesystem\nfl.cpp	323	COMPILE_ASSERT_PRESENT
sizeof	nflSimulateError		20	src\filesystem\nfl.cpp	324	COMPILE_ASSERT_PRESENT
sizeof	nfsRequest		68	src\filesystem\nfl.cpp	325	COMPILE_ASSERT_PRESENT
sizeof	nfsFile		292	src\filesystem\nfl.cpp	326	COMPILE_ASSERT_PRESENT
sizeof	nfsStream		16	src\filesystem\nfl.cpp	327	COMPILE_ASSERT_PRESENT
sizeof	nfdMedia		20	src\filesystem\nfl.cpp	328	COMPILE_ASSERT_PRESENT
sizeof	nfdInit		12	src\filesystem\nfl.cpp	329	COMPILE_ASSERT_PRESENT
sizeof	nfdFile		24	src\filesystem\nfl.cpp	330	COMPILE_ASSERT_PRESENT
sizeof	nfdIo		12	src\filesystem\nfl.cpp	331	COMPILE_ASSERT_PRESENT
sizeof	nfdBuffer		20	src\filesystem\nfl.cpp	332	COMPILE_ASSERT_PRESENT
sizeof	nfdIoCommand		28	src\filesystem\nfl.cpp	333	COMPILE_ASSERT_PRESENT
sizeof	nfdWork		48	src\filesystem\nfl.cpp	334	COMPILE_ASSERT_PRESENT
sizeof	nfdDriver		72	src\filesystem\nfl.cpp	335	COMPILE_ASSERT_PRESENT
sizeof	ai_orient_t		0x14	src\game\actor_types.h	157	COMPILE_ASSERT_PRESENT
sizeof	scr_anim_s		4	src\game\actor_types.h	172	COMPILE_ASSERT_PRESENT
sizeof	scr_animscript_t		0x0C	src\game\actor_types.h	187	COMPILE_ASSERT_PRESENT
sizeof	actor_prone_info_t		0x18	src\game\actor_types.h	211	COMPILE_ASSERT_PRESENT
sizeof	ActorLookAt		0x3C	src\game\actor_types.h	219	COMPILE_ASSERT_PRESENT
sizeof	actor_physics_t		0x130	src\game\actor_types.h	239	COMPILE_ASSERT_PRESENT
sizeof	pathpoint_t		0x1C	src\game\actor_types.h	250	COMPILE_ASSERT_PRESENT
sizeof	path_t		0x410	src\game\actor_types.h	256	COMPILE_ASSERT_PRESENT
sizeof	path_trim_t		8	src\game\actor_types.h	264	COMPILE_ASSERT_PRESENT
sizeof	sentient_s		0x170	src\game\actor_types.h	341	COMPILE_ASSERT_PRESENT
offsetof	sentient_s	pEnt	0x000	src\game\actor_types.h	342	COMPILE_ASSERT_PRESENT
offsetof	sentient_s	eTeam	0x004	src\game\actor_types.h	343	COMPILE_ASSERT_PRESENT
offsetof	sentient_s	pEnemy	0x068	src\game\actor_types.h	344	COMPILE_ASSERT_PRESENT
sizeof	vis_cache_t		0x14	src\game\actor_types.h	357	COMPILE_ASSERT_PRESENT
offsetof	vis_cache_t	bVisible	0x00	src\game\actor_types.h	358	COMPILE_ASSERT_PRESENT
sizeof	sentient_info_t		0x50	src\game\actor_types.h	377	COMPILE_ASSERT_PRESENT
offsetof	sentient_info_t	vLastKnownPos	0x00	src\game\actor_types.h	378	COMPILE_ASSERT_PRESENT
offsetof	sentient_info_t	VisCache	0x20	src\game\actor_types.h	380	COMPILE_ASSERT_PRESENT
offsetof	sentient_info_t	iLastKnownPosTime	0x38	src\game\actor_types.h	382	COMPILE_ASSERT_PRESENT
offsetof	sentient_info_t	attackTime	0x40	src\game\actor_types.h	384	COMPILE_ASSERT_PRESENT
sizeof	sentient_info_array		0xC0	src\game\actor_types.h	396	COMPILE_ASSERT_PRESENT
sizeof	BadPlaceArc		0x1C	src\game\actor_types.h	407	COMPILE_ASSERT_PRESENT
sizeof	BadPathData		0x1C	src\game\actor_types.h	414	COMPILE_ASSERT_PRESENT
sizeof	BadPathManager		0x1AC	src\game\actor_types.h	425	COMPILE_ASSERT_PRESENT
sizeof	actor_s		0xB30	src\game\actor_types.h	588	COMPILE_ASSERT_PRESENT
offsetof	actor_s	pEnt	0x000	src\game\actor_types.h	589	COMPILE_ASSERT_PRESENT
offsetof	actor_s	pSentient	0x004	src\game\actor_types.h	590	COMPILE_ASSERT_PRESENT
offsetof	actor_s	fFovDot	0x8AC	src\game\actor_types.h	591	COMPILE_ASSERT_PRESENT
offsetof	actor_s	fMaxSightDistSqrd	0x8B0	src\game\actor_types.h	592	COMPILE_ASSERT_PRESENT
offsetof	actor_s	sentientInfo	0x8CC	src\game\actor_types.h	594	COMPILE_ASSERT_PRESENT
offsetof	actor_s	pPileUpActor	0x83C	src\game\actor_types.h	595	COMPILE_ASSERT_PRESENT
offsetof	actor_s	pPileUpEnt	0x840	src\game\actor_types.h	596	COMPILE_ASSERT_PRESENT
offsetof	actor_s	iSpawnTime	0xA84	src\game\actor_types.h	597	COMPILE_ASSERT_PRESENT
offsetof	actor_s	mg42stayput	0xA98	src\game\actor_types.h	598	COMPILE_ASSERT_PRESENT
offsetof	actor_s	closeEnt	0xAB4	src\game\actor_types.h	599	COMPILE_ASSERT_PRESENT
offsetof	actor_s	iUseHintString	0xAA4	src\game\actor_types.h	600	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor		4	src\game\AeThreadFunctor.h	40	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor1<Broc::entity>		12	src\game\AeThreadFunctor.h	63	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor2<Broc::entity, Broc::entity>		16	src\game\AeThreadFunctor.h	87	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor2<Broc::entity, Broc::bbool>		16	src\game\AeThreadFunctor.h	89	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor2<Broc::entity, Broc::bint>		16	src\game\AeThreadFunctor.h	91	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor2<Broc::entity, Broc::bfloat>		16	src\game\AeThreadFunctor.h	93	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor2<Broc::entity, Broc::string>		16	src\game\AeThreadFunctor.h	95	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor2<Broc::entity, HashStr>		16	src\game\AeThreadFunctor.h	97	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor2<Broc::entity, Broc::vector>		24	src\game\AeThreadFunctor.h	99	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor3<Broc::entity, Broc::vector, Broc::vector>		36	src\game\AeThreadFunctor.h	125	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor3<Broc::entity, Broc::string, Broc::bfloat>		20	src\game\AeThreadFunctor.h	127	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor3<Broc::entity, Broc::string, Broc::vector>		28	src\game\AeThreadFunctor.h	129	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor3<Broc::entity, Broc::bint, HashStr>		20	src\game\AeThreadFunctor.h	131	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor3<Broc::entity, Broc::bint, Broc::bint>		20	src\game\AeThreadFunctor.h	133	COMPILE_ASSERT_PRESENT
sizeof	AeThreadFunctor3<Broc::entity, Broc::bfloat, const char*>		20	src\game\AeThreadFunctor.h	135	COMPILE_ASSERT_PRESENT
sizeof	hudelem_s		0x7C	src\game\cg\cg_draw.cpp	198	COMPILE_ASSERT_PRESENT
sizeof	game_hudelem_s		0x7C	src\game\cg\cg_draw.cpp	412	COMPILE_ASSERT_PRESENT
sizeof	localEntity_t		0xB0	src\game\cg\cg_ents.cpp	85	COMPILE_ASSERT_PRESENT
sizeof	cgGlobal_t		0x34	src\game\cg\cg_global.h	20	COMPILE_ASSERT_PRESENT
sizeof	cgMedia_t		0x60	src\game\cg\cg_local.h	52	COMPILE_ASSERT_PRESENT
offsetof	cgsGlobal_t	media	0x578	src\game\cg\cg_local.h	60	COMPILE_ASSERT_PRESENT
sizeof	cgsGlobal_t		0x5D8	src\game\cg\cg_local.h	62	COMPILE_ASSERT_PRESENT
offsetof	EntityHandleDb	mElements	0xA8	src\game\cg\cg_local.h	155	COMPILE_ASSERT_PRESENT
sizeof	EntityHandleDb		27312	src\game\cg\cg_local.h	156	COMPILE_ASSERT_PRESENT
sizeof	_objectiveInfo_t		0xB0	src\game\cg\cg_misc.cpp	484	COMPILE_ASSERT_PRESENT
sizeof	usercmd_s		0x30	src\game\cg\cg_view.cpp	35	COMPILE_ASSERT_PRESENT
offsetof	cg_pmove_abi	pmove_fixed	0x138	src\game\cg\cg_view.cpp	61	COMPILE_ASSERT_PRESENT
offsetof	cg_pmove_abi	trace	0x140	src\game\cg\cg_view.cpp	63	COMPILE_ASSERT_PRESENT
sizeof	cameraShake_t		0x24	src\game\cg\cg_view.cpp	726	COMPILE_ASSERT_PRESENT
sizeof	field_t		0x11C	src\game\cl\cl_console.h	53	COMPILE_ASSERT_PRESENT
sizeof	messagewindow_t		0x80	src\game\cl\cl_console.h	72	COMPILE_ASSERT_PRESENT
sizeof	console_t		0x1144	src\game\cl\cl_console.h	107	COMPILE_ASSERT_PRESENT
offsetof	InputClientView	weapon	0xA4	src\game\cl\cl_input.cpp	45	COMPILE_ASSERT_PRESENT
offsetof	InputClientView	mFlags	0x5C8	src\game\cl\cl_input.cpp	46	COMPILE_ASSERT_PRESENT
offsetof	InputClientView	persPlayerState	0x65C	src\game\cl\cl_input.cpp	47	COMPILE_ASSERT_PRESENT
sizeof	kbutton_t		0x18	src\game\cl\cl_input.h	21	COMPILE_ASSERT_PRESENT
sizeof	usercmd_s		0x30	src\game\cl\cl_input.h	40	COMPILE_ASSERT_PRESENT
sizeof	clPlayerState		0x5D0	src\game\cl\cl_input.h	86	COMPILE_ASSERT_PRESENT
sizeof	clSnapshot		0x600	src\game\cl\cl_input.h	102	COMPILE_ASSERT_PRESENT
sizeof	outPacket_t		0x0C	src\game\cl\cl_input.h	108	COMPILE_ASSERT_PRESENT
sizeof	clientActive_t		0x18B0	src\game\cl\cl_input.h	165	COMPILE_ASSERT_PRESENT
offsetof	FEManagerView	inGame	0x36	src\game\cl\cl_localclient.cpp	57	COMPILE_ASSERT_PRESENT
offsetof	FEManagerView	mIGMS	0xC8	src\game\cl\cl_localclient.cpp	59	COMPILE_ASSERT_PRESENT
offsetof	ClientFrameView	spectatorClient	0x550	src\game\cl\cl_parse.cpp	48	COMPILE_ASSERT_PRESENT
offsetof	ClientFrameView	playerState	0x774	src\game\cl\cl_parse.cpp	50	COMPILE_ASSERT_PRESENT
sizeof	netadr_t		0x14	src\game\cl\cl_parse.cpp	142	COMPILE_ASSERT_PRESENT
offsetof	FEManager	IGO	0x14	src\game\cl\cl_snapshot.cpp	58	COMPILE_ASSERT_PRESENT
offsetof	FEManager	mIGMS	0xC8	src\game\cl\cl_snapshot.cpp	60	COMPILE_ASSERT_PRESENT
sizeof	glconfig_t		0xA0	src\game\cl\cl_snapshot.cpp	130	COMPILE_ASSERT_PRESENT
offsetof	ClientPSAnglesView	delta_angles	0x54	src\game\cl\cl_usercmd.cpp	53	COMPILE_ASSERT_PRESENT
offsetof	ClientPSAnglesView	viewangles	0xD0	src\game\cl\cl_usercmd.cpp	55	COMPILE_ASSERT_PRESENT
sizeof	AnimIKFireEvent		8	src\game\client_types.h	29	COMPILE_ASSERT_PRESENT
sizeof	AnimIKPainEvent		0x1C	src\game\client_types.h	43	COMPILE_ASSERT_PRESENT
offsetof	AnimIKPainEvent	dir	0x0C	src\game\client_types.h	44	COMPILE_ASSERT_PRESENT
sizeof	AnimLadderData_t		0x0C	src\game\client_types.h	55	COMPILE_ASSERT_PRESENT
sizeof	clientPersistent_t		0x218	src\game\client_types.h	87	COMPILE_ASSERT_PRESENT
offsetof	clientPersistent_t	mStats	0x000	src\game\client_types.h	88	COMPILE_ASSERT_PRESENT
offsetof	clientPersistent_t	mBaseScore	0x198	src\game\client_types.h	89	COMPILE_ASSERT_PRESENT
offsetof	clientPersistent_t	cmd	0x1B0	src\game\client_types.h	90	COMPILE_ASSERT_PRESENT
offsetof	clientPersistent_t	maxHealth	0x214	src\game\client_types.h	91	COMPILE_ASSERT_PRESENT
sizeof	Client		0xBA0	src\game\client_types.h	183	COMPILE_ASSERT_PRESENT
offsetof	Client	ps	0x000	src\game\client_types.h	184	COMPILE_ASSERT_PRESENT
offsetof	Client	pers	0x5D0	src\game\client_types.h	185	COMPILE_ASSERT_PRESENT
offsetof	Client	noclip	0x7E8	src\game\client_types.h	186	COMPILE_ASSERT_PRESENT
offsetof	Client	oldOrigin	0x810	src\game\client_types.h	187	COMPILE_ASSERT_PRESENT
offsetof	Client	fGunPitch	0x820	src\game\client_types.h	188	COMPILE_ASSERT_PRESENT
offsetof	Client	pHitHitEnt	0x850	src\game\client_types.h	189	COMPILE_ASSERT_PRESENT
offsetof	Client	AnimIKFireEvents	0x8B4	src\game\client_types.h	190	COMPILE_ASSERT_PRESENT
offsetof	Client	AnimIKPainEvents	0x92C	src\game\client_types.h	191	COMPILE_ASSERT_PRESENT
offsetof	Client	mFakerootOriginMatrix	0xB20	src\game\client_types.h	192	COMPILE_ASSERT_PRESENT
offsetof	Client	mLadderData	0xB64	src\game\client_types.h	193	COMPILE_ASSERT_PRESENT
offsetof	Client	mFootStepsSurface	0xB98	src\game\client_types.h	194	COMPILE_ASSERT_PRESENT
sizeof	AnimCacheHeap		4	src\game\core\anim_heap.cpp	27	COMPILE_ASSERT_PRESENT
sizeof	ConfigStringBankLayout		0x1C	src\game\core\configstring.cpp	32	COMPILE_ASSERT_PRESENT
sizeof	ConfigStringManagerLayout		0x190	src\game\core\configstring.cpp	39	COMPILE_ASSERT_PRESENT
sizeof	DbQueryString		0x80	src\game\core\core_systems.h	177	COMPILE_ASSERT_PRESENT
sizeof	VariableSaver<int>		8	src\game\core\core_systems.h	269	COMPILE_ASSERT_PRESENT
sizeof	reserved_dlist<int>		0x10	src\game\core\core_systems.h	583	COMPILE_ASSERT_PRESENT
sizeof	SimpleCollisionDesc		0x20	src\game\core\core_systems.h	763	COMPILE_ASSERT_PRESENT
sizeof	CollisionDesc		0x30	src\game\core\core_systems.h	774	COMPILE_ASSERT_PRESENT
sizeof	SoundParams		0x38	src\game\core\core_systems.h	797	COMPILE_ASSERT_PRESENT
offsetof	SoundParams	mDuration	0x18	src\game\core\core_systems.h	798	COMPILE_ASSERT_PRESENT
sizeof	AbstractEffect		0x34	src\game\core\core_systems.h	855	COMPILE_ASSERT_PRESENT
offsetof	AbstractEffect	mPoPtr	0x1C	src\game\core\core_systems.h	856	COMPILE_ASSERT_PRESENT
sizeof	AbstractEffectSound		0xA0	src\game\core\core_systems.h	893	COMPILE_ASSERT_PRESENT
sizeof	AbstractEffectParticle		0x38	src\game\core\core_systems.h	917	COMPILE_ASSERT_PRESENT
sizeof	ParticleEffect		0x3C	src\game\core\core_systems.h	940	COMPILE_ASSERT_PRESENT
offsetof	ParticleEffect	mEffect	0x1C	src\game\core\core_systems.h	941	COMPILE_ASSERT_PRESENT
sizeof	AbstractEffectLight		0x44	src\game\core\core_systems.h	966	COMPILE_ASSERT_PRESENT
sizeof	RumbleEffectInstanceHandle		0x4	src\game\core\core_systems.h	983	COMPILE_ASSERT_PRESENT
sizeof	AbstractEffectShakeAndRumble		0x70	src\game\core\core_systems.h	1026	COMPILE_ASSERT_PRESENT
sizeof	ActiveEffectSet		0x2C	src\game\core\core_systems.h	1071	COMPILE_ASSERT_PRESENT
offsetof	ActiveEffectSet	mPakId	0x1C	src\game\core\core_systems.h	1072	COMPILE_ASSERT_PRESENT
sizeof	HandleDb		0x1044	src\game\core\core_systems.h	1093	COMPILE_ASSERT_PRESENT
sizeof	CachedQuery		0x1B8	src\game\core\core_systems.h	1130	COMPILE_ASSERT_PRESENT
sizeof	PendingQuery		0x220	src\game\core\core_systems.h	1151	COMPILE_ASSERT_PRESENT
sizeof	EffectRef		0x8	src\game\core\core_systems.h	1158	COMPILE_ASSERT_PRESENT
sizeof	EffectEventSys		0xA380	src\game\core\core_systems.h	1234	COMPILE_ASSERT_PRESENT
sizeof	RumbleEffectInstance		0x30	src\game\core\core_systems.h	1267	COMPILE_ASSERT_PRESENT
sizeof	RumbleData		0x20	src\game\core\core_systems.h	1288	COMPILE_ASSERT_PRESENT
sizeof	RumbleEffect		0x40	src\game\core\core_systems.h	1313	COMPILE_ASSERT_PRESENT
sizeof	RumbleManager		0x30	src\game\core\core_systems.h	1345	COMPILE_ASSERT_PRESENT
sizeof	DbField		0x4	src\game\core\core_systems.h	1397	COMPILE_ASSERT_PRESENT
sizeof	DbRow		0xC	src\game\core\core_systems.h	1411	COMPILE_ASSERT_PRESENT
sizeof	DbColumn		0x10	src\game\core\core_systems.h	1423	COMPILE_ASSERT_PRESENT
sizeof	DbSchema		0x30	src\game\core\core_systems.h	1457	COMPILE_ASSERT_PRESENT
sizeof	DbTable		0x34	src\game\core\core_systems.h	1478	COMPILE_ASSERT_PRESENT
sizeof	DbGraphNode		0x10	src\game\core\core_systems.h	1592	COMPILE_ASSERT_PRESENT
sizeof	DbFieldSet		0x250	src\game\core\core_systems.h	1609	COMPILE_ASSERT_PRESENT
sizeof	DbQuery		0x460	src\game\core\core_systems.h	1632	COMPILE_ASSERT_PRESENT
sizeof	DbQueryResults		0x20C	src\game\core\core_systems.h	1644	COMPILE_ASSERT_PRESENT
sizeof	ConfigString		0x10	src\game\core\core_systems.h	1656	COMPILE_ASSERT_PRESENT
sizeof	ConfigStringPtr		0x8	src\game\core\core_systems.h	1662	COMPILE_ASSERT_PRESENT
sizeof	ConfigStringBank		0x1C	src\game\core\core_systems.h	1667	COMPILE_ASSERT_PRESENT
sizeof	ConfigStringManager		0x190	src\game\core\core_systems.h	1686	COMPILE_ASSERT_PRESENT
sizeof	STBManager		0x190	src\game\core\core_systems.h	1716	COMPILE_ASSERT_PRESENT
sizeof	WaitTilOutput		0xC	src\game\core\core_systems.h	1748	COMPILE_ASSERT_PRESENT
sizeof	EntityNotify		0x14	src\game\core\core_systems.h	1776	COMPILE_ASSERT_PRESENT
sizeof	EntityNotifySet		0x2C	src\game\core\core_systems.h	1810	COMPILE_ASSERT_PRESENT
sizeof	gdLight		0x2C	src\game\core\core_systems.h	1828	COMPILE_ASSERT_PRESENT
sizeof	gdShakeRumble		0x38	src\game\core\core_systems.h	1846	COMPILE_ASSERT_PRESENT
sizeof	LightEffect		0x70	src\game\core\core_systems.h	1874	COMPILE_ASSERT_PRESENT
sizeof	AbstractEffectLight::Params		0x14	src\game\core\core_systems.h	1883	COMPILE_ASSERT_PRESENT
sizeof	AbstractEffectShakeAndRumble::Params		0x14	src\game\core\core_systems.h	1893	COMPILE_ASSERT_PRESENT
sizeof	DbStringHashTable		0x1100	src\game\core\core_systems.h	1903	COMPILE_ASSERT_PRESENT
sizeof	DbTableSet		0x28	src\game\core\core_systems.h	1913	COMPILE_ASSERT_PRESENT
sizeof	DbFieldType<int>		8	src\game\core\core_systems.h	2043	COMPILE_ASSERT_PRESENT
sizeof	DbFieldType<float>		8	src\game\core\core_systems.h	2045	COMPILE_ASSERT_PRESENT
sizeof	DbFieldType<FourCC>		8	src\game\core\core_systems.h	2047	COMPILE_ASSERT_PRESENT
sizeof	DbFieldType<DbQueryString>		0x84	src\game\core\core_systems.h	2049	COMPILE_ASSERT_PRESENT
sizeof	TBankAlloc		0x10	src\game\core\core_systems.h	2061	COMPILE_ASSERT_PRESENT
sizeof	LoadStats		0x20	src\game\core\core_systems.h	2069	COMPILE_ASSERT_PRESENT
sizeof	tlFileBuf		0xC	src\game\core\core_systems.h	2076	COMPILE_ASSERT_PRESENT
sizeof	TlSystemCallbacks		0x28	src\game\core\core_systems.h	2139	COMPILE_ASSERT_PRESENT
sizeof	StringTableEntry		0xC	src\game\core\core_systems.h	2148	COMPILE_ASSERT_PRESENT
sizeof	nalHeap		0x4	src\game\core\core_systems.h	2155	COMPILE_ASSERT_PRESENT
sizeof	AnimHeap		0x4A4	src\game\core\core_systems.h	2168	COMPILE_ASSERT_PRESENT
sizeof	AssetBankSet		0x4	src\game\core\core_systems.h	2174	COMPILE_ASSERT_PRESENT
sizeof	CtrlIcon		0x800	src\game\core\core_systems.h	2190	COMPILE_ASSERT_PRESENT
sizeof	DialogueBank		0x1C	src\game\core\core_systems.h	2195	COMPILE_ASSERT_PRESENT
sizeof	DialogueInstance		0x0C	src\game\core\core_systems.h	2202	COMPILE_ASSERT_PRESENT
sizeof	DialogueManager		0x190	src\game\core\core_systems.h	2218	COMPILE_ASSERT_PRESENT
sizeof	PakFile		0x114	src\game\core\core_systems.h	2280	COMPILE_ASSERT_PRESENT
sizeof	qfile_gus		0x4	src\game\core\core_systems.h	2288	COMPILE_ASSERT_PRESENT
sizeof	qfile_us		0x8	src\game\core\core_systems.h	2294	COMPILE_ASSERT_PRESENT
sizeof	fileHandleData_t		0x120	src\game\core\core_systems.h	2306	COMPILE_ASSERT_PRESENT
offsetof	fileHandleData_t	name	0x20	src\game\core\core_systems.h	2308	COMPILE_ASSERT_PRESENT
sizeof	fileInList_s		0x10	src\game\core\core_systems.h	2315	COMPILE_ASSERT_PRESENT
sizeof	filelist_s		0x94	src\game\core\core_systems.h	2325	COMPILE_ASSERT_PRESENT
offsetof	filelist_s	numfiles	0x80	src\game\core\core_systems.h	2326	COMPILE_ASSERT_PRESENT
sizeof	SoundOptions		0x38	src\game\core\core_systems.h	2351	COMPILE_ASSERT_PRESENT
sizeof	ParticleParams		0x4C	src\game\core\core_systems.h	2372	COMPILE_ASSERT_PRESENT
offsetof	ParticleParams	mBoneName	0x18	src\game\core\core_systems.h	2373	COMPILE_ASSERT_PRESENT
sizeof	ServerTime		0x14	src\game\core\core_systems.h	2391	COMPILE_ASSERT_PRESENT
sizeof	RumbleManager::InstanceHolder		0x4	src\game\core\core_systems.h	2397	COMPILE_ASSERT_PRESENT
sizeof	searchpath_s		0x14	src\game\core\core_types.h	25	COMPILE_ASSERT_PRESENT
offsetof	searchpath_s	pack	0x04	src\game\core\core_types.h	26	COMPILE_ASSERT_PRESENT
offsetof	searchpath_s	language	0x10	src\game\core\core_types.h	28	COMPILE_ASSERT_PRESENT
sizeof	fileData_s		0x0C	src\game\core\core_types.h	40	COMPILE_ASSERT_PRESENT
offsetof	fileData_s	data	0x04	src\game\core\core_types.h	41	COMPILE_ASSERT_PRESENT
sizeof	fileInPack_s		0x18	src\game\core\core_types.h	54	COMPILE_ASSERT_PRESENT
offsetof	fileInPack_s	data	0x04	src\game\core\core_types.h	55	COMPILE_ASSERT_PRESENT
offsetof	fileInPack_s	name	0x10	src\game\core\core_types.h	57	COMPILE_ASSERT_PRESENT
sizeof	pack_t		0x1A0	src\game\core\core_types.h	77	COMPILE_ASSERT_PRESENT
offsetof	pack_t	handle	0x180	src\game\core\core_types.h	78	COMPILE_ASSERT_PRESENT
offsetof	pack_t	hashTable	0x198	src\game\core\core_types.h	79	COMPILE_ASSERT_PRESENT
sizeof	directory_t		0x100	src\game\core\core_types.h	90	COMPILE_ASSERT_PRESENT
offsetof	directory_t	gamedir	0x80	src\game\core\core_types.h	91	COMPILE_ASSERT_PRESENT
sizeof	cplane_s		0x14	src\game\core\core_types.h	105	COMPILE_ASSERT_PRESENT
offsetof	cplane_s	dist	0x0C	src\game\core\core_types.h	106	COMPILE_ASSERT_PRESENT
sizeof	qtime_s		0x24	src\game\core\core_types.h	123	COMPILE_ASSERT_PRESENT
offsetof	qtime_s	tm_year	0x14	src\game\core\core_types.h	124	COMPILE_ASSERT_PRESENT
sizeof	sysEvent_t		0x18	src\game\core\core_types.h	151	COMPILE_ASSERT_PRESENT
offsetof	sysEvent_t	evType	0x04	src\game\core\core_types.h	152	COMPILE_ASSERT_PRESENT
sizeof	angles_t		0x0C	src\game\core\core_types.h	170	COMPILE_ASSERT_PRESENT
sizeof	DObjSkelMat		0x40	src\game\core\core_types.h	180	COMPILE_ASSERT_PRESENT
offsetof	DObjSkelMat	origin	0x30	src\game\core\core_types.h	181	COMPILE_ASSERT_PRESENT
sizeof	DSkel		0x70	src\game\core\core_types.h	203	COMPILE_ASSERT_PRESENT
sizeof	DSkelMax		0x1630	src\game\core\core_types.h	204	COMPILE_ASSERT_PRESENT
sizeof	DSkel4		0x130	src\game\core\core_types.h	205	COMPILE_ASSERT_PRESENT
sizeof	idVec3		0x0C	src\game\core\core_types.h	226	COMPILE_ASSERT_PRESENT
offsetof	idVec3	z	0x08	src\game\core\core_types.h	227	COMPILE_ASSERT_PRESENT
sizeof	mat3_t		0x24	src\game\core\core_types.h	246	COMPILE_ASSERT_PRESENT
offsetof	mat3_t	mat	0x00	src\game\core\core_types.h	247	COMPILE_ASSERT_PRESENT
sizeof	quat_t		0x10	src\game\core\core_types.h	261	COMPILE_ASSERT_PRESENT
offsetof	quat_t	w	0x0C	src\game\core\core_types.h	262	COMPILE_ASSERT_PRESENT
sizeof	strdata		0x10	src\game\core\core_types.h	277	COMPILE_ASSERT_PRESENT
sizeof	idStr		0x04	src\game\core\core_types.h	288	COMPILE_ASSERT_PRESENT
sizeof	WaitTilOutputInst1<Broc::entity>		0x10	src\game\core\ctor_dtor.cpp	437	COMPILE_ASSERT_PRESENT
sizeof	PakHeader::Section		0x18	src\game\core\stb.cpp	58	COMPILE_ASSERT_PRESENT
