index	ida_ea	va	name	lib	obj	class	source_cpp	flags	is_inline	aggregate_status	status_basis	debug_symbol	debug_symbol_compat	verification
2238	0x004DDEF0	0x008CD3F0	?CreateInst@SplineMgr@@SAXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2239	0x004DDFF0	0x008CD4F0	?DeleteInst@SplineMgr@@SAXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2240	0x004DE070	0x008CD570	?SetAllocator@LightEffect@@SAXPAVPoolAllocator@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2241	0x004DE080	0x008CD580	?SetFinished@LightEffect@@QAEXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2242	0x004DE090	0x008CD590	?GetDelay@RumbleEffect@@QBEMW4ERumbleMotorID@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2243	0x004DE110	0x008CD610	?GetEnabled@RumbleEffect@@QBE_NW4ERumbleMotorID@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2244	0x004DE190	0x008CD690	?GetIntensity@RumbleEffect@@QBEMW4ERumbleMotorID@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2245	0x004DE210	0x008CD710	?GetRampDownDuration@RumbleEffect@@QBEMW4ERumbleMotorID@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2246	0x004DE290	0x008CD790	?GetRampUpDuration@RumbleEffect@@QBEMW4ERumbleMotorID@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2247	0x004DE310	0x008CD810	?GetSteadyDuration@RumbleEffect@@QBEMW4ERumbleMotorID@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2248	0x004DE390	0x008CD890	?GetNotes@RumbleEffect@@QBE?AVstring@Broc@@W4ERumbleMotorID@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2249	0x004DE420	0x008CD920	??0RumbleEffectInstanceHandle@@QAE@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2250	0x004DE440	0x008CD940	?GetVal@RumbleEffectInstanceHandle@@QBEHXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2251	0x004DE450	0x008CD950	?IsNull@RumbleEffectInstanceHandle@@QBE_NXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2252	0x004DE460	0x008CD960	?get_dlist_node@RumbleEffectInstance@@QAEPAXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2253	0x004DE470	0x008CD970	?get_dlist_node_offset@RumbleEffectInstance@@SAHXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2254	0x004DE480	0x008CD980	??2RumbleEffectInstance@@SAPAXI_NPBDH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2255	0x004DE4A0	0x008CD9A0	??3RumbleEffectInstance@@SAXPAX_NPBDH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2256	0x004DE4C0	0x008CD9C0	??3RumbleEffectInstance@@SAXPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2257	0x004DE4E0	0x008CD9E0	?SetAllocator@RumbleEffectInstance@@SAPAVPoolAllocator@@PAV2@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2258	0x004DE4F0	0x008CD9F0	??2AbstractEffect@@SAPAXI_NPBDH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2259	0x004DE510	0x008CDA10	??3AbstractEffect@@SAXPAX_NPBDH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2260	0x004DE530	0x008CDA30	?SetAllocator@AbstractEffect@@SAXPAVPoolAllocator@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2261	0x004DE540	0x008CDA40	?SetPoPtr@AbstractEffect@@UAEXPAVMat43@math@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2262	0x004DE550	0x008CDA50	?GetEffectNameHashStr@AbstractEffect@@QAE?BIXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2263	0x004DE560	0x008CDA60	?GetFlags@AbstractEffect@@QBEHXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2264	0x004DE570	0x008CDA70	?Test@AbstractEffect@@QBE_NH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2265	0x004DE590	0x008CDA90	?GetLifeTime@AbstractEffect@@QAEHXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2266	0x004DE5A0	0x008CDAA0	?SetFlag@AbstractEffectSound@@QAEXW4EAbstractSoundEffectFlags@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2267	0x004DE5C0	0x008CDAC0	??2RumbleManager@@SAPAXIPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2268	0x004DE5D0	0x008CDAD0	??8@YA_NVRumbleEffectInstanceHandle@@0@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2269	0x004DE5F0	0x008CDAF0	??9@YA_NVRumbleEffectInstanceHandle@@0@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2270	0x004DE610	0x008CDB10	??0SmokeGrenadeInfo@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2271	0x004DE640	0x008CDB40	??2SmokeGrenadeMgr@@SAPAXIPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2272	0x004DE650	0x008CDB50	?Q_rsqrt@@YAMM@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2273	0x004DE6A0	0x008CDBA0	?Clamp0To1@@YAMM@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2274	0x004DE6F0	0x008CDBF0	?length@string@Broc@@QBEIXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2275	0x004DE710	0x008CDC10	??2InteractionController@@SAPAXIPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2276	0x004DE720	0x008CDC20	?CreateInst@InteractionController@@SAXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2277	0x004DE820	0x008CDD20	??_GInteractionController@@QAEPAXI@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2278	0x004DE850	0x008CDD50	??2PlayerAnimMgr@@SAPAXIPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2279	0x004DE860	0x008CDD60	?CreateInst@PlayerAnimMgr@@SAXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2280	0x004DE950	0x008CDE50	??_GPlayerAnimMgr@@QAEPAXI@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2281	0x004DE980	0x008CDE80	?SetGamePaused@GamePause@@SAXH_N@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2282	0x004DEA20	0x008CDF20	??2MultiplayerMgr@@SAPAXIPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2283	0x004DEA30	0x008CDF30	?CreateInst@MultiplayerMgr@@SAXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2284	0x004DEB20	0x008CE020	??_GMultiplayerMgr@@QAEPAXI@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2285	0x004DEB50	0x008CE050	?SetAllocator@sentient_info_t@@SAXPAVPoolAllocator@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2286	0x004DEB60	0x008CE060	??2BinFileManager@@SAPAXIPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2287	0x004DEB70	0x008CE070	?CreateInst@BinFileManager@@SAXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2288	0x004DEC70	0x008CE170	??_GBinFileManager@@AAEPAXI@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2289	0x004DECA0	0x008CE1A0	??2DynamicDecalMgr@@SAPAXIPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2290	0x004DECB0	0x008CE1B0	?CreateInst@DynamicDecalMgr@@SAXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2291	0x004DEDA0	0x008CE2A0	??_GDynamicDecalMgr@@QAEPAXI@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2292	0x004DEDD0	0x008CE2D0	??1PadAliasMgr@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2293	0x004DEDE0	0x008CE2E0	??2PadAliasMgr@@SAPAXIPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2294	0x004DEDF0	0x008CE2F0	?CreateInst@PadAliasMgr@@SAXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2295	0x004DEEF0	0x008CE3F0	??_GPadAliasMgr@@QAEPAXI@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2296	0x004DEF20	0x008CE420	??0idVec3@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2297	0x004DEF30	0x008CE430	??0idVec3@@QAE@MMM@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2298	0x004DEF60	0x008CE460	??AidVec3@@QAEAAMH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2299	0x004DEF70	0x008CE470	??4idVec3@@QAEAAV0@ABV0@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2300	0x004DEFA0	0x008CE4A0	?set@idVec3@@QAEXMMM@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2301	0x004DEFD0	0x008CE4D0	??DidVec3@@QBEMABV0@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2302	0x004DF000	0x008CE500	??DidVec3@@QBE?AV0@M@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2303	0x004DF050	0x008CE550	??HidVec3@@QBE?AV0@ABV0@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2304	0x004DF0A0	0x008CE5A0	??0angles_t@@QAE@ABVidVec3@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2305	0x004DF0D0	0x008CE5D0	??0mat3_t@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2306	0x004DF0E0	0x008CE5E0	??0mat3_t@@QAE@ABVidVec3@@00@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2307	0x004DF140	0x008CE640	??Amat3_t@@QAEAAVidVec3@@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2308	0x004DF1C0	0x008CE6C0	??Aquat_t@@QAEAAMH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2309	0x004DF240	0x008CE740	??0strdata@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2310	0x004DF260	0x008CE760	??1strdata@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2311	0x004DF280	0x008CE780	??_Gstrdata@@QAEPAXI@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2312	0x004DF2C0	0x008CE7C0	?length@idStr@@QBEHXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2313	0x004DF2D0	0x008CE7D0	??1PendingQuery@EffectEventSys@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2314	0x004DF2E0	0x008CE7E0	??1RumbleEffectInstance@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2315	0x004DF2F0	0x008CE7F0	?OverrideNonScreenFacingNormal@apsEffect@@QAEXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2316	0x004DF300	0x008CE800	?FastForward@AbstractEffect@@UAEXM@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2317	0x004DF310	0x008CE810	?StartFadeOut@AbstractEffect@@UAEXM@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2318	0x004DF320	0x008CE820	?IsLooping@AbstractEffect@@UBE_NXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2319	0x004DF330	0x008CE830	?IsQueued@AbstractEffect@@UBE_NXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2320	0x004DF340	0x008CE840	?AdjustEffect_Scale@AbstractEffectLight@@UAEXPBDM@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2321	0x004DF350	0x008CE850	?PlayQueuedEffect@AbstractEffectLight@@UAEXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2322	0x004DF360	0x008CE860	?StopEffect@AbstractEffectLight@@UAEXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2323	0x004DF370	0x008CE870	??_FRumbleEffectInstanceHandle@@QAEXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2324	0x004DF380	0x008CE880	??0nalHeap@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2325	0x004DF390	0x008CE890	??0AnimCacheHeap@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2326	0x004DF3A0	0x008CE8A0	?Malloc@AnimCacheHeap@@UAEPAXII@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2327	0x004DF3C0	0x008CE8C0	?Free@AnimCacheHeap@@UAEXPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2328	0x004DF3F0	0x008CE8F0	?CheckFree@AnimCacheHeap@@UAE_NPAX@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2329	0x004DF430	0x008CE930	??0TypeCallbackSearch@@QAE@PBDP6AX0PBVConfigString@@@Z@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2330	0x004DF460	0x008CE960	??RTypeCallbackSearch@@QAE_NPBVConfigString@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2331	0x004DF4B0	0x008CE9B0	?STBManager_hash@@YAIPBE@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2332	0x004DF4C0	0x008CE9C0	?size@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2333	0x004DF4D0	0x008CE9D0	?push_back@?$ae_sized_array@PAVae_heap_base@@$0CA@@@QAEXABQAVae_heap_base@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2334	0x004DF560	0x008CEA60	??0?$Bitmask@G@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2335	0x004DF570	0x008CEA70	?Add@?$Bitmask@G@@QAEXH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2336	0x004DF600	0x008CEB00	?Rmv@?$Bitmask@G@@QAEXH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2337	0x004DF690	0x008CEB90	?Test@?$Bitmask@G@@QBE_NH@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2338	0x004DF720	0x008CEC20	?Set@?$Bitmask@G@@QAEXH_N@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2339	0x004DF750	0x008CEC50	?Clear@?$Bitmask@G@@QAEXXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2340	0x004DF760	0x008CEC60	?empty@?$reserved_dlist@VEndOnScriptNode@@@@QBE_NXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2341	0x004DF780	0x008CEC80	?empty@?$reserved_dlist@VEntityNotify@@@@QBE_NXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2342	0x004DF7A0	0x008CECA0	??0dlist_node@?$reserved_dlist@VEntityNotify@@@@QAE@PAU01@0@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2343	0x004DF7C0	0x008CECC0	??0dlist_node@?$reserved_dlist@VEntityNotifySet@@@@QAE@PAU01@0@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2344	0x004DF7E0	0x008CECE0	?size@?$InplaceVector@VInplaceString@@@@QBEIXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2345	0x004DF7F0	0x008CECF0	??A?$InplaceVector@VInplaceString@@@@QAEAAVInplaceString@@I@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2346	0x004DF870	0x008CED70	?empty@?$InplaceVector@VInplaceString@@@@QBE_NXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2347	0x004DF880	0x008CED80	??0?$ae_sized_array@PAVDbRow@@$0EA@@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2348	0x004DF890	0x008CED90	??A?$ae_sized_array@PAVDbRow@@$0EA@@@QBEABQAVDbRow@@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2349	0x004DF910	0x008CEE10	??A?$ae_sized_array@PAVDbRow@@$0EA@@@QAEAAPAVDbRow@@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2350	0x004DF990	0x008CEE90	?size@?$ae_sized_array@PAVDbRow@@$0EA@@@QBEHXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2351	0x004DF9A0	0x008CEEA0	?empty@?$ae_sized_array@PAVDbRow@@$0EA@@@QBE_NXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2352	0x004DF9C0	0x008CEEC0	?push_back@?$ae_sized_array@PAVDbRow@@$0EA@@@QAEXABQAVDbRow@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2353	0x004DFA50	0x008CEF50	?Set@?$Bitmask@I@@QAEXH_N@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2354	0x004DFA80	0x008CEF80	??0?$ae_fixed_string@$0CA@E@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2355	0x004DFA90	0x008CEF90	??1?$InplaceAssetBankSet@VDestructibleBank@@@@UAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2356	0x004DFAA0	0x008CEFA0	?OnBankUnloaded@?$InplaceAssetBankSet@VDestructibleBank@@@@MAEXAAVDestructibleBank@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2357	0x004DFAB0	0x008CEFB0	??Eiterator@?$reserved_dlist@VEntityNotifySet@@@@QAE?AV01@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2358	0x004DFAE0	0x008CEFE0	??Econst_iterator@?$reserved_dlist@VEntityNotify@@@@QAEAAV01@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2359	0x004DFB60	0x008CF060	??Eiterator@?$reserved_dlist@VEntityNotify@@@@QAE?AV01@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2360	0x004DFB90	0x008CF090	??Eiterator@?$reserved_dlist@VEndOnScriptNode@@@@QAEAAV01@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2361	0x004DFBB0	0x008CF0B0	??0?$ae_sized_array@PAVAbstractEffect@@$05@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2362	0x004DFBC0	0x008CF0C0	??A?$ae_sized_array@PAVAbstractEffect@@$05@@QBEABQAVAbstractEffect@@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2363	0x004DFC40	0x008CF140	??A?$ae_sized_array@PAVAbstractEffect@@$05@@QAEAAPAVAbstractEffect@@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2364	0x004DFCC0	0x008CF1C0	?size@?$ae_sized_array@PAVAbstractEffect@@$05@@QBEHXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2365	0x004DFCD0	0x008CF1D0	?push_back@?$ae_sized_array@PAVAbstractEffect@@$05@@QAEXABQAVAbstractEffect@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2366	0x004DFD50	0x008CF250	?pop_back@?$ae_sized_array@PAVAbstractEffect@@$05@@QAEAAPAVAbstractEffect@@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2367	0x004DFD70	0x008CF270	??0?$ae_sized_array@PAVActiveEffectSet@@$0CAA@@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2368	0x004DFD80	0x008CF280	??A?$ae_sized_array@PAVActiveEffectSet@@$0CAA@@@QBEABQAVActiveEffectSet@@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2369	0x004DFE00	0x008CF300	??A?$ae_sized_array@PAVActiveEffectSet@@$0CAA@@@QAEAAPAVActiveEffectSet@@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2370	0x004DFE80	0x008CF380	?size@?$ae_sized_array@PAVActiveEffectSet@@$0CAA@@@QBEHXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2371	0x004DFE90	0x008CF390	?push_back@?$ae_sized_array@PAVActiveEffectSet@@$0CAA@@@QAEXABQAVActiveEffectSet@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2372	0x004DFF30	0x008CF430	?pop_back@?$ae_sized_array@PAVActiveEffectSet@@$0CAA@@@QAEAAPAVActiveEffectSet@@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2373	0x004DFF60	0x008CF460	??0?$ae_sized_array@PAVAbstractEffect@@$0IA@@@QAE@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2374	0x004DFF70	0x008CF470	??A?$ae_sized_array@PAVAbstractEffect@@$0IA@@@QAEAAPAVAbstractEffect@@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2375	0x004DFFF0	0x008CF4F0	?size@?$ae_sized_array@PAVAbstractEffect@@$0IA@@@QBEHXZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2376	0x004E0000	0x008CF500	?push_back@?$ae_sized_array@PAVAbstractEffect@@$0IA@@@QAEXABQAVAbstractEffect@@@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
2377	0x004E00A0	0x008CF5A0	?pop_back@?$ae_sized_array@PAVAbstractEffect@@$0IA@@@QAEAAPAVAbstractEffect@@XZ		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	NO	NO	PORT_STATUS_ONLY
2378	0x004E00D0	0x008CF5D0	??A?$ae_sized_array@UPendingQuery@EffectEventSys@@$0EA@@@QAEAAUPendingQuery@EffectEventSys@@H@Z		core.o	game		f i	1	COMPLETE	PROGRESS object aggregate	YES	YES	VERIFIED
