object	checklist_file	inventory_file	plan_file	manifest_rows	verified	port_status_only	external	in_progress	unresolved_engine	untracked
localcache.obj	analysis/localcache_obj_checklist.tsv	analysis/localcache_obj_inventory.tsv	analysis/localcache_obj_plan.tsv	139	0	0	139	0	0	0
localtalker.obj	analysis/localtalker_obj_checklist.tsv	analysis/localtalker_obj_inventory.tsv	analysis/localtalker_obj_plan.tsv	65	0	0	65	0	0	0
localtim.obj	analysis/localtim_obj_checklist.tsv	analysis/localtim_obj_inventory.tsv	analysis/localtim_obj_plan.tsv	1	0	0	1	0	0	0
log2.obj	analysis/log2_obj_checklist.tsv	analysis/log2_obj_inventory.tsv	analysis/log2_obj_plan.tsv	2	0	0	2	0	0	0
logon.obj	analysis/logon_obj_checklist.tsv	analysis/logon_obj_inventory.tsv	analysis/logon_obj_plan.tsv	82	0	0	82	0	0	0
longjmp.obj	analysis/longjmp_obj_checklist.tsv	analysis/longjmp_obj_inventory.tsv	analysis/longjmp_obj_plan.tsv	1	0	0	1	0	0	0
lowhelpr.obj	analysis/lowhelpr_obj_checklist.tsv	analysis/lowhelpr_obj_inventory.tsv	analysis/lowhelpr_obj_plan.tsv	1	0	0	1	0	0	0
lseek.obj	analysis/lseek_obj_checklist.tsv	analysis/lseek_obj_inventory.tsv	analysis/lseek_obj_plan.tsv	2	0	0	2	0	0	0
lseeki64.obj	analysis/lseeki64_obj_checklist.tsv	analysis/lseeki64_obj_inventory.tsv	analysis/lseeki64_obj_plan.tsv	2	0	0	2	0	0	0
magsq.obj	analysis/magsq_obj_checklist.tsv	analysis/magsq_obj_inventory.tsv	analysis/magsq_obj_plan.tsv	2	0	0	2	0	0	0
maketbl.obj	analysis/maketbl_obj_checklist.tsv	analysis/maketbl_obj_inventory.tsv	analysis/maketbl_obj_plan.tsv	2	0	0	2	0	0	0
malloc.obj	analysis/malloc_obj_checklist.tsv	analysis/malloc_obj_inventory.tsv	analysis/malloc_obj_plan.tsv	3	0	0	3	0	0	0
mantold.obj	analysis/mantold_obj_checklist.tsv	analysis/mantold_obj_inventory.tsv	analysis/mantold_obj_plan.tsv	5	0	0	5	0	0	0
match.obj	analysis/match_obj_checklist.tsv	analysis/match_obj_inventory.tsv	analysis/match_obj_plan.tsv	22	0	0	22	0	0	0
math.obj	analysis/math_obj_checklist.tsv	analysis/math_obj_inventory.tsv	analysis/math_obj_plan.tsv	8	0	0	8	0	0	0
matherr.obj	analysis/matherr_obj_checklist.tsv	analysis/matherr_obj_inventory.tsv	analysis/matherr_obj_plan.tsv	1	0	0	1	0	0	0
mbctype.obj	analysis/mbctype_obj_checklist.tsv	analysis/mbctype_obj_inventory.tsv	analysis/mbctype_obj_plan.tsv	4	0	0	4	0	0	0
mbtowc.obj	analysis/mbtowc_obj_checklist.tsv	analysis/mbtowc_obj_inventory.tsv	analysis/mbtowc_obj_plan.tsv	1	0	0	1	0	0	0
mcpapu.obj	analysis/mcpapu_obj_checklist.tsv	analysis/mcpapu_obj_inventory.tsv	analysis/mcpapu_obj_plan.tsv	43	0	0	43	0	0	0
mcpbuf.obj	analysis/mcpbuf_obj_checklist.tsv	analysis/mcpbuf_obj_inventory.tsv	analysis/mcpbuf_obj_plan.tsv	38	0	0	38	0	0	0
mcpstrm.obj	analysis/mcpstrm_obj_checklist.tsv	analysis/mcpstrm_obj_inventory.tsv	analysis/mcpstrm_obj_plan.tsv	39	0	0	39	0	0	0
mcpvoice.obj	analysis/mcpvoice_obj_checklist.tsv	analysis/mcpvoice_obj_inventory.tsv	analysis/mcpvoice_obj_plan.tsv	44	0	0	44	0	0	0
mcpxcore.obj	analysis/mcpxcore_obj_checklist.tsv	analysis/mcpxcore_obj_inventory.tsv	analysis/mcpxcore_obj_plan.tsv	26	0	0	26	0	0	0
md5.obj	analysis/md5_obj_checklist.tsv	analysis/md5_obj_inventory.tsv	analysis/md5_obj_plan.tsv	3	0	0	3	0	0	0
melcep_Int.obj	analysis/melcep_Int_obj_checklist.tsv	analysis/melcep_Int_obj_inventory.tsv	analysis/melcep_Int_obj_plan.tsv	13	0	0	13	0	0	0
mem_lib.o	analysis/mem_lib_o_checklist.tsv	analysis/mem_lib_o_inventory.tsv	analysis/mem_lib_o_plan.tsv	47	37	10	0	0	0	0
mem_lib_platform.o	analysis/mem_lib_platform_o_checklist.tsv	analysis/mem_lib_platform_o_inventory.tsv	analysis/mem_lib_platform_o_plan.tsv	11	9	2	0	0	0	0
memchr.obj	analysis/memchr_obj_checklist.tsv	analysis/memchr_obj_inventory.tsv	analysis/memchr_obj_plan.tsv	1	0	0	1	0	0	0
memcpy.obj	analysis/memcpy_obj_checklist.tsv	analysis/memcpy_obj_inventory.tsv	analysis/memcpy_obj_plan.tsv	1	0	0	1	0	0	0
memmove.obj	analysis/memmove_obj_checklist.tsv	analysis/memmove_obj_inventory.tsv	analysis/memmove_obj_plan.tsv	1	0	0	1	0	0	0
memory.obj	analysis/memory_obj_checklist.tsv	analysis/memory_obj_inventory.tsv	analysis/memory_obj_plan.tsv	17	0	0	17	0	0	0
memset.obj	analysis/memset_obj_checklist.tsv	analysis/memset_obj_inventory.tsv	analysis/memset_obj_plan.tsv	1	0	0	1	0	0	0
memutil.obj	analysis/memutil_obj_checklist.tsv	analysis/memutil_obj_inventory.tsv	analysis/memutil_obj_plan.tsv	13	0	0	13	0	0	0
memutils.obj	analysis/memutils_obj_checklist.tsv	analysis/memutils_obj_inventory.tsv	analysis/memutils_obj_plan.tsv	4	0	0	4	0	0	0
messaging.obj	analysis/messaging_obj_checklist.tsv	analysis/messaging_obj_inventory.tsv	analysis/messaging_obj_plan.tsv	102	0	0	102	0	0	0
mfcc_dual.obj	analysis/mfcc_dual_obj_checklist.tsv	analysis/mfcc_dual_obj_inventory.tsv	analysis/mfcc_dual_obj_plan.tsv	2	0	0	2	0	0	0
midframe.obj	analysis/midframe_obj_checklist.tsv	analysis/midframe_obj_inventory.tsv	analysis/midframe_obj_plan.tsv	1	0	0	1	0	0	0
midpitch.obj	analysis/midpitch_obj_checklist.tsv	analysis/midpitch_obj_inventory.tsv	analysis/midpitch_obj_plan.tsv	2	0	0	2	0	0	0
mifst.obj	analysis/mifst_obj_checklist.tsv	analysis/mifst_obj_inventory.tsv	analysis/mifst_obj_plan.tsv	1	0	0	1	0	0	0
miint.obj	analysis/miint_obj_checklist.tsv	analysis/miint_obj_inventory.tsv	analysis/miint_obj_plan.tsv	1	0	0	1	0	0	0
mlock.obj	analysis/mlock_obj_checklist.tsv	analysis/mlock_obj_inventory.tsv	analysis/mlock_obj_plan.tsv	6	0	0	6	0	0	0
modf.obj	analysis/modf_obj_checklist.tsv	analysis/modf_obj_inventory.tsv	analysis/modf_obj_plan.tsv	1	0	0	1	0	0	0
mountmu.obj	analysis/mountmu_obj_checklist.tsv	analysis/mountmu_obj_inventory.tsv	analysis/mountmu_obj_plan.tsv	6	0	0	6	0	0	0
mp.o	analysis/mp_o_checklist.tsv	analysis/mp_o_inventory.tsv	analysis/mp_o_plan.tsv	1142	874	268	0	0	0	0
mp_actors.o	analysis/mp_actors_o_checklist.tsv	analysis/mp_actors_o_inventory.tsv	analysis/mp_actors_o_plan.tsv	436	388	48	0	0	0	0
mp_anim_wad.o	analysis/mp_anim_wad_o_checklist.tsv	analysis/mp_anim_wad_o_inventory.tsv	analysis/mp_anim_wad_o_plan.tsv	430	10	420	0	0	0	0
mp_level_wad.o	analysis/mp_level_wad_o_checklist.tsv	analysis/mp_level_wad_o_inventory.tsv	analysis/mp_level_wad_o_plan.tsv	1062	36	1026	0	0	0	0
mp_shell.o	analysis/mp_shell_o_checklist.tsv	analysis/mp_shell_o_inventory.tsv	analysis/mp_shell_o_plan.tsv	835	791	44	0	0	0	0
mp_util_wad.o	analysis/mp_util_wad_o_checklist.tsv	analysis/mp_util_wad_o_inventory.tsv	analysis/mp_util_wad_o_plan.tsv	1283	368	915	0	0	0	0
mp_xbox.o	analysis/mp_xbox_o_checklist.tsv	analysis/mp_xbox_o_inventory.tsv	analysis/mp_xbox_o_plan.tsv	77	62	15	0	0	0	0
mpcore.obj	analysis/mpcore_obj_checklist.tsv	analysis/mpcore_obj_inventory.tsv	analysis/mpcore_obj_plan.tsv	25	0	0	25	0	0	0
mpdac.obj	analysis/mpdac_obj_checklist.tsv	analysis/mpdac_obj_inventory.tsv	analysis/mpdac_obj_plan.tsv	2	0	0	2	0	0	0
mphal.obj	analysis/mphal_obj_checklist.tsv	analysis/mphal_obj_inventory.tsv	analysis/mphal_obj_plan.tsv	22	0	0	22	0	0	0
mpintr.obj	analysis/mpintr_obj_checklist.tsv	analysis/mpintr_obj_inventory.tsv	analysis/mpintr_obj_plan.tsv	18	0	0	18	0	0	0
mpmode.obj	analysis/mpmode_obj_checklist.tsv	analysis/mpmode_obj_inventory.tsv	analysis/mpmode_obj_plan.tsv	4	0	0	4	0	0	0
mrb.obj	analysis/mrb_obj_checklist.tsv	analysis/mrb_obj_inventory.tsv	analysis/mrb_obj_plan.tsv	11	0	0	11	0	0	0
msasn1.obj	analysis/msasn1_obj_checklist.tsv	analysis/msasn1_obj_inventory.tsv	analysis/msasn1_obj_plan.tsv	166	0	0	166	0	0	0
msvqpred.obj	analysis/msvqpred_obj_checklist.tsv	analysis/msvqpred_obj_inventory.tsv	analysis/msvqpred_obj_plan.tsv	2	0	0	2	0	0	0
mu.obj	analysis/mu_obj_checklist.tsv	analysis/mu_obj_inventory.tsv	analysis/mu_obj_plan.tsv	10	0	0	10	0	0	0
muldiv.obj	analysis/muldiv_obj_checklist.tsv	analysis/muldiv_obj_inventory.tsv	analysis/muldiv_obj_plan.tsv	1	0	0	1	0	0	0
nal_anim.o	analysis/nal_anim_o_checklist.tsv	analysis/nal_anim_o_inventory.tsv	analysis/nal_anim_o_plan.tsv	29	12	17	0	0	0	0
nal_cache.o	analysis/nal_cache_o_checklist.tsv	analysis/nal_cache_o_inventory.tsv	analysis/nal_cache_o_plan.tsv	7	3	4	0	0	0	0
nal_generic.o	analysis/nal_generic_o_checklist.tsv	analysis/nal_generic_o_inventory.tsv	analysis/nal_generic_o_plan.tsv	68	24	44	0	0	0	0
nal_generic_component.o	analysis/nal_generic_component_o_checklist.tsv	analysis/nal_generic_component_o_inventory.tsv	analysis/nal_generic_component_o_plan.tsv	36	9	27	0	0	0	0
nal_ik.o	analysis/nal_ik_o_checklist.tsv	analysis/nal_ik_o_inventory.tsv	analysis/nal_ik_o_plan.tsv	2	2	0	0	0	0	0
nal_init.o	analysis/nal_init_o_checklist.tsv	analysis/nal_init_o_inventory.tsv	analysis/nal_init_o_plan.tsv	899	181	691	0	0	27	0
nal_initlist.o	analysis/nal_initlist_o_checklist.tsv	analysis/nal_initlist_o_inventory.tsv	analysis/nal_initlist_o_plan.tsv	1	1	0	0	0	0	0
nal_math.o	analysis/nal_math_o_checklist.tsv	analysis/nal_math_o_inventory.tsv	analysis/nal_math_o_plan.tsv	1	1	0	0	0	0	0
nal_sceneanim.o	analysis/nal_sceneanim_o_checklist.tsv	analysis/nal_sceneanim_o_inventory.tsv	analysis/nal_sceneanim_o_plan.tsv	10	0	10	0	0	0	0
nal_skeleton.o	analysis/nal_skeleton_o_checklist.tsv	analysis/nal_skeleton_o_inventory.tsv	analysis/nal_skeleton_o_plan.tsv	10	2	8	0	0	0	0
nal_stream.o	analysis/nal_stream_o_checklist.tsv	analysis/nal_stream_o_inventory.tsv	analysis/nal_stream_o_plan.tsv	18	0	18	0	0	0	0
nciplssc.obj	analysis/nciplssc_obj_checklist.tsv	analysis/nciplssc_obj_inventory.tsv	analysis/nciplssc_obj_plan.tsv	10	0	0	10	0	0	0
ncisase3200.obj	analysis/ncisase3200_obj_checklist.tsv	analysis/ncisase3200_obj_inventory.tsv	analysis/ncisase3200_obj_plan.tsv	18	0	0	18	0	0	0
nciscmr3200.obj	analysis/nciscmr3200_obj_checklist.tsv	analysis/nciscmr3200_obj_inventory.tsv	analysis/nciscmr3200_obj_plan.tsv	12	0	0	12	0	0	0
nelllydurb.obj	analysis/nelllydurb_obj_checklist.tsv	analysis/nelllydurb_obj_inventory.tsv	analysis/nelllydurb_obj_plan.tsv	1	0	0	1	0	0	0
nellymem.obj	analysis/nellymem_obj_checklist.tsv	analysis/nellymem_obj_inventory.tsv	analysis/nellymem_obj_plan.tsv	2	0	0	2	0	0	0
nellyqr.obj	analysis/nellyqr_obj_checklist.tsv	analysis/nellyqr_obj_inventory.tsv	analysis/nellyqr_obj_plan.tsv	1	0	0	1	0	0	0
networkqueue.obj	analysis/networkqueue_obj_checklist.tsv	analysis/networkqueue_obj_inventory.tsv	analysis/networkqueue_obj_plan.tsv	29	0	0	29	0	0	0
nextgen.o	analysis/nextgen_o_checklist.tsv	analysis/nextgen_o_inventory.tsv	analysis/nextgen_o_plan.tsv	8	0	8	0	0	0	0
nfl_common.o	analysis/nfl_common_o_checklist.tsv	analysis/nfl_common_o_inventory.tsv	analysis/nfl_common_o_plan.tsv	10	10	0	0	0	0	0
nfl_debug.o	analysis/nfl_debug_o_checklist.tsv	analysis/nfl_debug_o_inventory.tsv	analysis/nfl_debug_o_plan.tsv	12	12	0	0	0	0	0
nfl_driver.o	analysis/nfl_driver_o_checklist.tsv	analysis/nfl_driver_o_inventory.tsv	analysis/nfl_driver_o_plan.tsv	4	4	0	0	0	0	0
nfl_system.o	analysis/nfl_system_o_checklist.tsv	analysis/nfl_system_o_inventory.tsv	analysis/nfl_system_o_plan.tsv	53	51	2	0	0	0	0
nfl_win32_driver.o	analysis/nfl_win32_driver_o_checklist.tsv	analysis/nfl_win32_driver_o_inventory.tsv	analysis/nfl_win32_driver_o_plan.tsv	9	9	0	0	0	0	0
nfl_xbox_driver.o	analysis/nfl_xbox_driver_o_checklist.tsv	analysis/nfl_xbox_driver_o_inventory.tsv	analysis/nfl_xbox_driver_o_plan.tsv	1	1	0	0	0	0	0
ngl_aux.o	analysis/ngl_aux_o_checklist.tsv	analysis/ngl_aux_o_inventory.tsv	analysis/ngl_aux_o_plan.tsv	164	40	124	0	0	0	0
ngl_debug.o	analysis/ngl_debug_o_checklist.tsv	analysis/ngl_debug_o_inventory.tsv	analysis/ngl_debug_o_plan.tsv	62	61	1	0	0	0	0
ngl_debugdraw.o	analysis/ngl_debugdraw_o_checklist.tsv	analysis/ngl_debugdraw_o_inventory.tsv	analysis/ngl_debugdraw_o_plan.tsv	11	11	0	0	0	0	0
ngl_dx_buf.o	analysis/ngl_dx_buf_o_checklist.tsv	analysis/ngl_dx_buf_o_inventory.tsv	analysis/ngl_dx_buf_o_plan.tsv	4	4	0	0	0	0	0
ngl_dx_core.o	analysis/ngl_dx_core_o_checklist.tsv	analysis/ngl_dx_core_o_inventory.tsv	analysis/ngl_dx_core_o_plan.tsv	43	25	18	0	0	0	0
ngl_dx_debug.o	analysis/ngl_dx_debug_o_checklist.tsv	analysis/ngl_dx_debug_o_inventory.tsv	analysis/ngl_dx_debug_o_plan.tsv	5	5	0	0	0	0	0
ngl_dx_draw.o	analysis/ngl_dx_draw_o_checklist.tsv	analysis/ngl_dx_draw_o_inventory.tsv	analysis/ngl_dx_draw_o_plan.tsv	2	1	1	0	0	0	0
ngl_dx_filters.o	analysis/ngl_dx_filters_o_checklist.tsv	analysis/ngl_dx_filters_o_inventory.tsv	analysis/ngl_dx_filters_o_plan.tsv	28	18	10	0	0	0	0
ngl_dx_font.o	analysis/ngl_dx_font_o_checklist.tsv	analysis/ngl_dx_font_o_inventory.tsv	analysis/ngl_dx_font_o_plan.tsv	2	2	0	0	0	0	0
ngl_dx_fsaa.o	analysis/ngl_dx_fsaa_o_checklist.tsv	analysis/ngl_dx_fsaa_o_inventory.tsv	analysis/ngl_dx_fsaa_o_plan.tsv	2	1	1	0	0	0	0
ngl_dx_mesh.o	analysis/ngl_dx_mesh_o_checklist.tsv	analysis/ngl_dx_mesh_o_inventory.tsv	analysis/ngl_dx_mesh_o_plan.tsv	4	4	0	0	0	0	0
ngl_dx_quad.o	analysis/ngl_dx_quad_o_checklist.tsv	analysis/ngl_dx_quad_o_inventory.tsv	analysis/ngl_dx_quad_o_plan.tsv	11	3	8	0	0	0	0
ngl_dx_scene.o	analysis/ngl_dx_scene_o_checklist.tsv	analysis/ngl_dx_scene_o_inventory.tsv	analysis/ngl_dx_scene_o_plan.tsv	27	18	9	0	0	0	0
ngl_dx_scenedump.o	analysis/ngl_dx_scenedump_o_checklist.tsv	analysis/ngl_dx_scenedump_o_inventory.tsv	analysis/ngl_dx_scenedump_o_plan.tsv	3	3	0	0	0	0	0
ngl_dx_shader.o	analysis/ngl_dx_shader_o_checklist.tsv	analysis/ngl_dx_shader_o_inventory.tsv	analysis/ngl_dx_shader_o_plan.tsv	18	8	10	0	0	0	0
ngl_dx_state.o	analysis/ngl_dx_state_o_checklist.tsv	analysis/ngl_dx_state_o_inventory.tsv	analysis/ngl_dx_state_o_plan.tsv	5	5	0	0	0	0	0
ngl_dx_tex_create.o	analysis/ngl_dx_tex_create_o_checklist.tsv	analysis/ngl_dx_tex_create_o_inventory.tsv	analysis/ngl_dx_tex_create_o_plan.tsv	17	11	6	0	0	0	0
ngl_dx_texture.o	analysis/ngl_dx_texture_o_checklist.tsv	analysis/ngl_dx_texture_o_inventory.tsv	analysis/ngl_dx_texture_o_plan.tsv	17	12	5	0	0	0	0
ngl_font.o	analysis/ngl_font_o_checklist.tsv	analysis/ngl_font_o_inventory.tsv	analysis/ngl_font_o_plan.tsv	27	25	2	0	0	0	0
ngl_gpu.o	analysis/ngl_gpu_o_checklist.tsv	analysis/ngl_gpu_o_inventory.tsv	analysis/ngl_gpu_o_plan.tsv	32	17	15	0	0	0	0
ngl_gpu_debug.o	analysis/ngl_gpu_debug_o_checklist.tsv	analysis/ngl_gpu_debug_o_inventory.tsv	analysis/ngl_gpu_debug_o_plan.tsv	4	2	2	0	0	0	0
ngl_gpu_meshedit.o	analysis/ngl_gpu_meshedit_o_checklist.tsv	analysis/ngl_gpu_meshedit_o_inventory.tsv	analysis/ngl_gpu_meshedit_o_plan.tsv	14	12	2	0	0	0	0
ngl_gpu_texture.o	analysis/ngl_gpu_texture_o_checklist.tsv	analysis/ngl_gpu_texture_o_inventory.tsv	analysis/ngl_gpu_texture_o_plan.tsv	17	0	17	0	0	0	0
ngl_internal.o	analysis/ngl_internal_o_checklist.tsv	analysis/ngl_internal_o_inventory.tsv	analysis/ngl_internal_o_plan.tsv	29	24	5	0	0	0	0
ngl_lighting.o	analysis/ngl_lighting_o_checklist.tsv	analysis/ngl_lighting_o_inventory.tsv	analysis/ngl_lighting_o_plan.tsv	41	22	19	0	0	0	0
ngl_mesh.o	analysis/ngl_mesh_o_checklist.tsv	analysis/ngl_mesh_o_inventory.tsv	analysis/ngl_mesh_o_plan.tsv	33	19	14	0	0	0	0
ngl_meshedit.o	analysis/ngl_meshedit_o_checklist.tsv	analysis/ngl_meshedit_o_inventory.tsv	analysis/ngl_meshedit_o_plan.tsv	9	9	0	0	0	0	0
ngl_morph.o	analysis/ngl_morph_o_checklist.tsv	analysis/ngl_morph_o_inventory.tsv	analysis/ngl_morph_o_plan.tsv	12	10	2	0	0	0	0
ngl_quad.o	analysis/ngl_quad_o_checklist.tsv	analysis/ngl_quad_o_inventory.tsv	analysis/ngl_quad_o_plan.tsv	20	20	0	0	0	0	0
ngl_scene.o	analysis/ngl_scene_o_checklist.tsv	analysis/ngl_scene_o_inventory.tsv	analysis/ngl_scene_o_plan.tsv	150	73	77	0	0	0	0
ngl_scenedump.o	analysis/ngl_scenedump_o_checklist.tsv	analysis/ngl_scenedump_o_inventory.tsv	analysis/ngl_scenedump_o_plan.tsv	7	7	0	0	0	0	0
ngl_texture.o	analysis/ngl_texture_o_checklist.tsv	analysis/ngl_texture_o_inventory.tsv	analysis/ngl_texture_o_plan.tsv	11	9	2	0	0	0	0
ngl_xb_internal.o	analysis/ngl_xb_internal_o_checklist.tsv	analysis/ngl_xb_internal_o_inventory.tsv	analysis/ngl_xb_internal_o_plan.tsv	2	2	0	0	0	0	0
ngl_xb_palette.o	analysis/ngl_xb_palette_o_checklist.tsv	analysis/ngl_xb_palette_o_inventory.tsv	analysis/ngl_xb_palette_o_plan.tsv	13	9	4	0	0	0	0
ngl_xb_tex_load.o	analysis/ngl_xb_tex_load_o_checklist.tsv	analysis/ngl_xb_tex_load_o_inventory.tsv	analysis/ngl_xb_tex_load_o_plan.tsv	2	1	1	0	0	0	0
nicx.obj	analysis/nicx_obj_checklist.tsv	analysis/nicx_obj_inventory.tsv	analysis/nicx_obj_plan.tsv	49	0	0	49	0	0	0
nnet_dual.obj	analysis/nnet_dual_obj_checklist.tsv	analysis/nnet_dual_obj_inventory.tsv	analysis/nnet_dual_obj_plan.tsv	16	0	0	16	0	0	0
nslAram.o	analysis/nslAram_o_checklist.tsv	analysis/nslAram_o_inventory.tsv	analysis/nslAram_o_plan.tsv	9	9	0	0	0	0	0
nslCompat.o	analysis/nslCompat_o_checklist.tsv	analysis/nslCompat_o_inventory.tsv	analysis/nslCompat_o_plan.tsv	21	21	0	0	0	0	0
nslDriverXBOXDSOUND.o	analysis/nslDriverXBOXDSOUND_o_checklist.tsv	analysis/nslDriverXBOXDSOUND_o_inventory.tsv	analysis/nslDriverXBOXDSOUND_o_plan.tsv	56	13	43	0	0	0	0
nslGroup.o	analysis/nslGroup_o_checklist.tsv	analysis/nslGroup_o_inventory.tsv	analysis/nslGroup_o_plan.tsv	8	8	0	0	0	0	0
nslInit.o	analysis/nslInit_o_checklist.tsv	analysis/nslInit_o_inventory.tsv	analysis/nslInit_o_plan.tsv	7	7	0	0	0	0	0
nslListener.o	analysis/nslListener_o_checklist.tsv	analysis/nslListener_o_inventory.tsv	analysis/nslListener_o_plan.tsv	7	7	0	0	0	0	0
nslMaster.o	analysis/nslMaster_o_checklist.tsv	analysis/nslMaster_o_inventory.tsv	analysis/nslMaster_o_plan.tsv	16	16	0	0	0	0	0
nslMemory.o	analysis/nslMemory_o_checklist.tsv	analysis/nslMemory_o_inventory.tsv	analysis/nslMemory_o_plan.tsv	2	2	0	0	0	0	0
nslPriority.o	analysis/nslPriority_o_checklist.tsv	analysis/nslPriority_o_inventory.tsv	analysis/nslPriority_o_plan.tsv	7	7	0	0	0	0	0
nslSource.o	analysis/nslSource_o_checklist.tsv	analysis/nslSource_o_inventory.tsv	analysis/nslSource_o_plan.tsv	69	68	1	0	0	0	0
nslUpdate.o	analysis/nslUpdate_o_checklist.tsv	analysis/nslUpdate_o_inventory.tsv	analysis/nslUpdate_o_plan.tsv	2	2	0	0	0	0	0
nslVoice.o	analysis/nslVoice_o_checklist.tsv	analysis/nslVoice_o_inventory.tsv	analysis/nslVoice_o_plan.tsv	5	5	0	0	0	0	0
nslWave.o	analysis/nslWave_o_checklist.tsv	analysis/nslWave_o_inventory.tsv	analysis/nslWave_o_plan.tsv	15	15	0	0	0	0	0
nslWaveBank.o	analysis/nslWaveBank_o_checklist.tsv	analysis/nslWaveBank_o_inventory.tsv	analysis/nslWaveBank_o_plan.tsv	48	48	0	0	0	0	0
nslWaveBankFixup.o	analysis/nslWaveBankFixup_o_checklist.tsv	analysis/nslWaveBankFixup_o_inventory.tsv	analysis/nslWaveBankFixup_o_plan.tsv	1	1	0	0	0	0	0
nslWaveBankLoader.o	analysis/nslWaveBankLoader_o_checklist.tsv	analysis/nslWaveBankLoader_o_inventory.tsv	analysis/nslWaveBankLoader_o_plan.tsv	5	5	0	0	0	0	0
nslWaveBankSort.o	analysis/nslWaveBankSort_o_checklist.tsv	analysis/nslWaveBankSort_o_inventory.tsv	analysis/nslWaveBankSort_o_plan.tsv	3	3	0	0	0	0	0
nurand.obj	analysis/nurand_obj_checklist.tsv	analysis/nurand_obj_inventory.tsv	analysis/nurand_obj_plan.tsv	1	0	0	1	0	0	0
nvl_afmv.o	analysis/nvl_afmv_o_checklist.tsv	analysis/nvl_afmv_o_inventory.tsv	analysis/nvl_afmv_o_plan.tsv	32	19	13	0	0	0	0
nvl_base.o	analysis/nvl_base_o_checklist.tsv	analysis/nvl_base_o_inventory.tsv	analysis/nvl_base_o_plan.tsv	23	22	1	0	0	0	0
nvl_xbox.o	analysis/nvl_xbox_o_checklist.tsv	analysis/nvl_xbox_o_inventory.tsv	analysis/nvl_xbox_o_plan.tsv	11	6	5	0	0	0	0
ohcd.obj	analysis/ohcd_obj_checklist.tsv	analysis/ohcd_obj_inventory.tsv	analysis/ohcd_obj_plan.tsv	21	0	0	21	0	0	0
oladd.obj	analysis/oladd_obj_checklist.tsv	analysis/oladd_obj_inventory.tsv	analysis/oladd_obj_plan.tsv	1	0	0	1	0	0	0
onexit.obj	analysis/onexit_obj_checklist.tsv	analysis/onexit_obj_inventory.tsv	analysis/onexit_obj_plan.tsv	3	0	0	3	0	0	0
open.obj	analysis/open_obj_checklist.tsv	analysis/open_obj_inventory.tsv	analysis/open_obj_plan.tsv	2	0	0	2	0	0	0
osfinfo.obj	analysis/osfinfo_obj_checklist.tsv	analysis/osfinfo_obj_inventory.tsv	analysis/osfinfo_obj_plan.tsv	7	0	0	7	0	0	0
outbufsc.obj	analysis/outbufsc_obj_checklist.tsv	analysis/outbufsc_obj_inventory.tsv	analysis/outbufsc_obj_plan.tsv	2	0	0	2	0	0	0
output.obj	analysis/output_obj_checklist.tsv	analysis/output_obj_inventory.tsv	analysis/output_obj_plan.tsv	1	0	0	1	0	0	0
outputdebugstringa.obj	analysis/outputdebugstringa_obj_checklist.tsv	analysis/outputdebugstringa_obj_inventory.tsv	analysis/outputdebugstringa_obj_plan.tsv	8	0	0	8	0	0	0
outputdebugstringw.obj	analysis/outputdebugstringw_obj_checklist.tsv	analysis/outputdebugstringw_obj_inventory.tsv	analysis/outputdebugstringw_obj_plan.tsv	1	0	0	1	0	0	0
overadd.obj	analysis/overadd_obj_checklist.tsv	analysis/overadd_obj_inventory.tsv	analysis/overadd_obj_plan.tsv	3	0	0	3	0	0	0
packsc.obj	analysis/packsc_obj_checklist.tsv	analysis/packsc_obj_inventory.tsv	analysis/packsc_obj_plan.tsv	2	0	0	2	0	0	0
painttext.obj	analysis/painttext_obj_checklist.tsv	analysis/painttext_obj_inventory.tsv	analysis/painttext_obj_plan.tsv	13	0	0	13	0	0	0
pathmisc.obj	analysis/pathmisc_obj_checklist.tsv	analysis/pathmisc_obj_inventory.tsv	analysis/pathmisc_obj_plan.tsv	13	0	0	13	0	0	0
pathname.obj	analysis/pathname_obj_checklist.tsv	analysis/pathname_obj_inventory.tsv	analysis/pathname_obj_plan.tsv	10	0	0	10	0	0	0
peakpick.obj	analysis/peakpick_obj_checklist.tsv	analysis/peakpick_obj_inventory.tsv	analysis/peakpick_obj_plan.tsv	1	0	0	1	0	0	0
perfctr.obj	analysis/perfctr_obj_checklist.tsv	analysis/perfctr_obj_inventory.tsv	analysis/perfctr_obj_plan.tsv	2	0	0	2	0	0	0
phys_collision.o	analysis/phys_collision_o_checklist.tsv	analysis/phys_collision_o_inventory.tsv	analysis/phys_collision_o_plan.tsv	24	5	19	0	0	0	0
phys_constraint_solver_multithreaded.o	analysis/phys_constraint_solver_multithreaded_o_checklist.tsv	analysis/phys_constraint_solver_multithreaded_o_inventory.tsv	analysis/phys_constraint_solver_multithreaded_o_plan.tsv	184	17	105	0	0	62	0
phys_contact_manifold.o	analysis/phys_contact_manifold_o_checklist.tsv	analysis/phys_contact_manifold_o_inventory.tsv	analysis/phys_contact_manifold_o_plan.tsv	26	7	19	0	0	0	0
phys_gjk.o	analysis/phys_gjk_o_checklist.tsv	analysis/phys_gjk_o_inventory.tsv	analysis/phys_gjk_o_plan.tsv	37	9	28	0	0	0	0
